title,address,region,postalCode,addressCountry,latitude,longitude,description,stars,rating_value,rating_text,url,image_links,most_famous_facilities,all_facilities,rooms,scraped_at
شقق فندقية عصرية مودرن,"المملكة العربية السعودية 1, 14727 Quai, المملكة العربية السعودية",منطقة الرياض,,المملكة العربية السعودية,23.885942,45.079162,"يقع مكان إقامة ""شقق فندقية عصرية مودرن"" في Quai. تتوفر خدمة الواي فاي مجاناً في جميع أنحاء مكان الإقامة.

تحتوي بعض الوحدات أيضاً على مطبخ فيه ثلاجة وميكروويف.

يقع مطار الدوادمي على بُعد 174 كم من مكان الإقامة.",,10,استثنائي,https://www.booking.com/hotel/sa/studio-modern-29-stdyw-sry-mwdrn.ar.html,"[""https://cf.bstatic.com/xdata/images/hotel/max1024x768/697277078.jpg?k=ffcc82b6df673242414a7c9d585fb3c25b7a496333b6b1a85a6a96470054d792&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1000/697277085.jpg?k=10b17e386badfc0cb90271e9843f8e65567a39f480010aeddd2c7ae73bce2610&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1000/697277108.jpg?k=7d13c436aa41ce262d0ebe3fb4b91d1a4e5c1ef5cdb13e25160dab308bdd97dc&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1000/697277091.jpg?k=f77eb58011e76614157c679a181ea5abd721634f41256c64ca21cd7740104b20&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1000/697277071.jpg?k=242fa8e8e152812badf079d61a5bcdf5f03d0fe796e2fe7ce3ac652b7d14a8bb&o=""]","{""واي فاي مجاني "": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M14.25 18.75a2.25 2.25 0 1 1-4.5 0 2.25 2.25 0 0 1 4.5 0m1.5 0a3.75 3.75 0 1 0-7.5 0 3.75 3.75 0 0 0 7.5 0m2.08-5.833a8.25 8.25 0 0 0-11.666 0 .75.75 0 0 0 1.06 1.06 6.75 6.75 0 0 1 9.546 0 .75.75 0 0 0 1.06-1.06m3.185-3.182c-4.979-4.98-13.051-4.98-18.03 0a.75.75 0 1 0 1.06 1.06c4.394-4.393 11.516-4.393 15.91 0a.75.75 0 1 0 1.06-1.06m2.746-3.603C17.136-.043 6.864-.043.24 6.132A.75.75 0 1 0 1.26 7.23c6.05-5.638 15.429-5.638 21.478 0a.75.75 0 0 0 1.022-1.098z\""></path></svg>""}",{},[],2025-07-12T18:18:31.047328
استوديو فاخره في حطينluxuryStudio in Hittin,"المملكة العربية السعودية M1, 13512 Quai, المملكة العربية السعودية",منطقة الرياض,,المملكة العربية السعودية,23.885942,45.079162,"يقع مكان إقامة ""استوديو فاخره في حطينluxuryStudio in Hittin"" في Quai.

تتوفر (1) غرفة نوم في هذه الشقة، و (2) حمّام، ومطبخ، وجهاز تكييف. يوجد تلفزيون بشاشة مسطحة.

يقع مطار الدوادمي على بُعد 174 كم من مكان الإقامة.",,,,https://www.booking.com/hotel/sa/shq-fkhrh-fy-htynluxurysuites-in-hittin.ar.html,"[""https://cf.bstatic.com/xdata/images/hotel/max1024x768/711258476.jpg?k=0ffc4c53d13e10bd32b845c7e39ca4057c204280f1fa6b351ad035f9e173bb98&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1000/711258485.jpg?k=3f708dfa8e20a28fadf6ace2a220a646b4bd9cba8c7a2864038f870921604aff&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1000/711258505.jpg?k=0a37a7bcc511a68839c0bc53d18264d41bfea6e9f09b8d8ee6e1368054431fd5&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1000/711258511.jpg?k=80f6873f446f08e60e0757eee277e04ba934b7eea236054edb38dc7b6fdc7321&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1000/711258517.jpg?k=45355ccffb0a1a9758856dcec299c5add5c2f275f47e6a0b195e1b05fe064f34&o=""]","{""مواقف سيارات مجانية "": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M22.5 12c0 5.799-4.701 10.5-10.5 10.5S1.5 17.799 1.5 12 6.201 1.5 12 1.5 22.5 6.201 22.5 12m1.5 0c0-6.627-5.373-12-12-12S0 5.373 0 12s5.373 12 12 12 12-5.373 12-12m-9.75-1.5a1.5 1.5 0 0 1-1.5 1.5H10.5l.75.75v-4.5L10.5 9h2.25a1.5 1.5 0 0 1 1.5 1.5m1.5 0a3 3 0 0 0-3-3H10.5a.75.75 0 0 0-.75.75v4.5c0 .414.336.75.75.75h2.25a3 3 0 0 0 3-3m-4.5 6.75v-4.5a.75.75 0 0 0-1.5 0v4.5a.75.75 0 0 0 1.5 0\""></path></svg>""}",{},"[{""room_name"": ""شقة بغرفة نوم واحدة"", ""bed_type"": ""1 سرير مزدوج كبير جداً"", ""adult_count"": 2, ""children_count"": 0, ""content_text"": {""مساحة الغرفة"": ""مساحة الشقة: 80 م²"", ""وصف الغرفة"": ""The air-conditioned apartment has 1 bedroom, 2 bathrooms and a kitchen. The apartment's kitchen is available for cooking and storing food. This apartment features a washing machine and a flat-screen TV. The unit has 1 bed."", ""الحمام"": [], ""المرافق المتوفرة"": [""تكييف"", ""مطبخ"", ""غسالة ملابس"", ""تلفزيون بشاشة مسطحة""], ""المطبخ"": [], ""الإطلالة"": [], ""سياسة التدخين"": ""80 م²"", ""المعلومات المهمه"": {""80 م²"": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M3.75 23.25V7.5a.75.75 0 0 0-1.5 0v15.75a.75.75 0 0 0 1.5 0M.22 21.53l2.25 2.25a.75.75 0 0 0 1.06 0l2.25-2.25a.75.75 0 1 0-1.06-1.06l-2.25 2.25h1.06l-2.25-2.25a.75.75 0 0 0-1.06 1.06M5.78 9.22 3.53 6.97a.75.75 0 0 0-1.06 0L.22 9.22a.75.75 0 1 0 1.06 1.06l2.25-2.25H2.47l2.25 2.25a.75.75 0 1 0 1.06-1.06M7.5 3.75h15.75a.75.75 0 0 0 0-1.5H7.5a.75.75 0 0 0 0 1.5M9.22.22 6.97 2.47a.75.75 0 0 0 0 1.06l2.25 2.25a.75.75 0 1 0 1.06-1.06L8.03 2.47v1.06l2.25-2.25A.75.75 0 1 0 9.22.22m12.31 5.56 2.25-2.25a.75.75 0 0 0 0-1.06L21.53.22a.75.75 0 1 0-1.06 1.06l2.25 2.25V2.47l-2.25 2.25a.75.75 0 0 0 1.06 1.06M10.5 13.05v7.2a2.25 2.25 0 0 0 2.25 2.25h6A2.25 2.25 0 0 0 21 20.25v-7.2a.75.75 0 0 0-1.5 0v7.2a.75.75 0 0 1-.75.75h-6a.75.75 0 0 1-.75-.75v-7.2a.75.75 0 0 0-1.5 0m13.252 2.143-6.497-5.85a2.25 2.25 0 0 0-3.01 0l-6.497 5.85a.75.75 0 0 0 1.004 1.114l6.497-5.85a.75.75 0 0 1 1.002 0l6.497 5.85a.75.75 0 0 0 1.004-1.114\""></path></svg>"", ""مطبخ خاص"": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M2.25 2.25h19.5L21 1.5v21l.75-.75H2.25l.75.75v-21zm0-1.5a.75.75 0 0 0-.75.75v21c0 .414.336.75.75.75h19.5a.75.75 0 0 0 .75-.75v-21a.75.75 0 0 0-.75-.75zm-1.5 1.5h22.5a.75.75 0 0 0 0-1.5H.75a.75.75 0 0 0 0 1.5m0 21h22.5a.75.75 0 0 0 0-1.5H.75a.75.75 0 0 0 0 1.5M18 15v3.539a.21.21 0 0 1-.211.211H6.211A.21.21 0 0 1 6 18.539v-7.078a.21.21 0 0 1 .211-.211h11.578c.116 0 .211.095.211.211zm1.5 0v-3.539a1.71 1.71 0 0 0-1.711-1.711H6.211A1.71 1.71 0 0 0 4.5 11.461v7.078a1.71 1.71 0 0 0 1.711 1.711h11.578a1.71 1.71 0 0 0 1.711-1.711zM9 14.25h6a.75.75 0 0 0 0-1.5H9a.75.75 0 0 0 0 1.5M5.25 4.875a.375.375 0 1 1 0-.75.375.375 0 0 1 0 .75.75.75 0 0 0 0-1.5 1.125 1.125 0 1 0 0 2.25 1.125 1.125 0 0 0 0-2.25.75.75 0 0 0 0 1.5m3 0a.375.375 0 1 1 0-.75.375.375 0 0 1 0 .75.75.75 0 0 0 0-1.5 1.125 1.125 0 1 0 0 2.25 1.125 1.125 0 0 0 0-2.25.75.75 0 0 0 0 1.5m-6 3.375h19.5a.75.75 0 0 0 0-1.5H2.25a.75.75 0 0 0 0 1.5m11.25-3h5.25a.75.75 0 0 0 0-1.5H13.5a.75.75 0 0 0 0 1.5\""></path></svg>"", ""حمّام خاص"": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M15.375 10.875a1.875 1.875 0 1 1-3.75 0 1.875 1.875 0 0 1 3.75 0m1.5 0a3.375 3.375 0 1 0-6.75 0 3.375 3.375 0 0 0 6.75 0m.375 12.375V18.7l-.667.745C20.748 18.98 24 15.925 24 10.5a2.25 2.25 0 0 0-4.5 0c0 1.945-.609 3.154-1.64 3.848a3.97 3.97 0 0 1-2.132.652H9a3.75 3.75 0 1 0 0 7.5h3a2.25 2.25 0 0 0 0-4.5H9a.75.75 0 0 0 0 1.5h3a.75.75 0 0 1 0 1.5H9a2.25 2.25 0 0 1 0-4.5h6.74a5.43 5.43 0 0 0 2.957-.908C20.154 14.613 21 12.932 21 10.5a.75.75 0 0 1 1.5 0c0 4.6-2.628 7.069-6.083 7.455a.75.75 0 0 0-.667.745v4.55a.75.75 0 0 0 1.5 0m-7.5-1.5v1.5a.75.75 0 0 0 1.5 0v-1.5a.75.75 0 0 0-1.5 0M.75 1.5h1.5l-.53-.22 1.402 1.402a.75.75 0 0 0 1.06-1.06L2.78.22A.75.75 0 0 0 2.25 0H.75a.75.75 0 1 0 0 1.5m2.983 3.754a.01.01 0 0 1 .016.002c-.542-1.072-.1-2.426 1.008-2.988a2.25 2.25 0 0 1 2.037 0c-.041-.022-.043-.029-.04-.034l.002-.002-3.013 3.012zm1.07 1.05 3.002-3A1.49 1.49 0 0 0 7.51.951 3.77 3.77 0 0 0 4.079.929 3.75 3.75 0 0 0 2.43 5.971a1.49 1.49 0 0 0 2.382.323zm3.408-.968 1.116.62a.75.75 0 1 0 .728-1.312l-1.116-.62a.75.75 0 1 0-.728 1.312m1.964-2.233 1.615.44a.75.75 0 1 0 .394-1.448l-1.615-.44a.75.75 0 1 0-.394 1.448m4.217 1.15 1.615.44a.75.75 0 0 0 .396-1.447l-1.615-.44a.75.75 0 0 0-.396 1.447M5.697 7.388l.577 1.038a.75.75 0 1 0 1.312-.728L7.009 6.66a.75.75 0 1 0-1.312.728M3.284 8.94l.44 1.615a.75.75 0 1 0 1.448-.394l-.44-1.615a.75.75 0 1 0-1.448.394m1.15 4.219.246.896a.75.75 0 1 0 1.446-.396l-.245-.896a.75.75 0 1 0-1.446.396z\""></path></svg>"", ""تكييف"": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M11.25.75v7.5a.75.75 0 0 0 1.5 0V.75a.75.75 0 0 0-1.5 0m4.031.914-3.75 3h.938l-3.75-3a.75.75 0 1 0-.938 1.172l3.75 3a.75.75 0 0 0 .938 0l3.75-3a.75.75 0 1 0-.938-1.172M1.883 7.024l6.495 3.75a.75.75 0 0 0 .75-1.299l-6.495-3.75a.75.75 0 1 0-.75 1.3zM4.69 3.99l.723 4.748.468-.812-4.473 1.748a.75.75 0 0 0 .546 1.398l4.473-1.748a.75.75 0 0 0 .468-.812l-.723-4.748a.75.75 0 1 0-1.482.226M2.632 18.274l6.495-3.75a.75.75 0 1 0-.75-1.298l-6.495 3.75a.75.75 0 1 0 .75 1.299zm-1.224-3.948 4.473 1.748-.468-.812-.723 4.748a.75.75 0 0 0 1.482.226l.723-4.748a.75.75 0 0 0-.468-.812l-4.473-1.748a.75.75 0 0 0-.546 1.398M12.75 23.25v-7.5a.75.75 0 0 0-1.5 0v7.5a.75.75 0 0 0 1.5 0m-4.031-.914 3.75-3h-.938l3.75 3a.75.75 0 0 0 .937-1.172l-3.75-3a.75.75 0 0 0-.937 0l-3.75 3a.75.75 0 0 0 .938 1.172m13.399-5.36-6.495-3.75a.75.75 0 0 0-.75 1.298l6.495 3.75a.75.75 0 0 0 .75-1.299zm-2.807 3.034-.724-4.748-.468.812 4.473-1.748a.75.75 0 0 0-.546-1.398l-4.473 1.748a.75.75 0 0 0-.468.812l.723 4.748a.75.75 0 0 0 1.483-.226m2.057-14.285-6.495 3.75a.75.75 0 0 0 .75 1.3l6.495-3.75a.75.75 0 0 0-.75-1.3m1.224 3.95-4.473-1.749.468.812.724-4.748a.75.75 0 0 0-1.483-.226l-.723 4.748a.75.75 0 0 0 .468.812l4.473 1.748a.75.75 0 0 0 .546-1.398zM11.625 7.6 8.377 9.475a.75.75 0 0 0-.375.65v3.75a.75.75 0 0 0 .375.65l3.248 1.874a.75.75 0 0 0 .75 0l3.248-1.875a.75.75 0 0 0 .375-.649v-3.75a.75.75 0 0 0-.375-.65L12.375 7.6a.75.75 0 0 0-.75 0m.75 1.3h-.75l3.248 1.874-.375-.649v3.75l.375-.65-3.248 1.876h.75l-3.248-1.876.375.65v-3.75l-.375.65z\""></path></svg>"", ""تلفزيون بشاشة مسطحة"": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M22.502 9v4.5a2.25 2.25 0 0 1-2.25 2.25h-16.5a2.25 2.25 0 0 1-2.25-2.25v-9a2.25 2.25 0 0 1 2.25-2.25h16.5a2.25 2.25 0 0 1 2.25 2.25zm1.5 0V4.5a3.75 3.75 0 0 0-3.75-3.75h-16.5A3.75 3.75 0 0 0 .002 4.5v9a3.75 3.75 0 0 0 3.75 3.75h16.5a3.75 3.75 0 0 0 3.75-3.75zM6.75 22.5c0-1.101 2.298-2.25 5.25-2.25s5.25 1.149 5.25 2.25l.75-.75H6zm-1.5 0c0 .414.336.75.75.75h12a.75.75 0 0 0 .75-.75c0-2.212-3.076-3.75-6.75-3.75s-6.75 1.538-6.75 3.75m6.002-6v3a.75.75 0 0 0 1.5 0v-3a.75.75 0 0 0-1.5 0\""></path></svg>""}, ""images_urls"": [""https://cf.bstatic.com/xdata/images/hotel/max1024x768/711258485.jpg?k=3f708dfa8e20a28fadf6ace2a220a646b4bd9cba8c7a2864038f870921604aff&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1024x768/711258505.jpg?k=0a37a7bcc511a68839c0bc53d18264d41bfea6e9f09b8d8ee6e1368054431fd5&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1024x768/711258511.jpg?k=80f6873f446f08e60e0757eee277e04ba934b7eea236054edb38dc7b6fdc7321&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1024x768/711258517.jpg?k=45355ccffb0a1a9758856dcec299c5add5c2f275f47e6a0b195e1b05fe064f34&o=""]}}]",2025-07-12T18:18:43.734790
A privet room in AL Rawda,"Jeddah 4th Floor, 23434 Quai, المملكة العربية السعودية",منطقة الرياض,,المملكة العربية السعودية,23.885942,45.079162,"يقع مكان إقامة ""A privet room in AL Rawda"" في Quai. يمكن للضيوف الاستمتاع في جميع أنحاء مكان الإقامة بخدمة الواي فاي المجاني المتوفرة في مكان الإقامة.

سيتوفر للضيوف في هذه الشقة تلفزيون بشاشة مسطحة وجهاز تكييف، بالإضافة إلى (1) غرفة نوم.

يقع مطار الدوادمي على بُعد 174 كم من مكان الإقامة.",6,,,https://www.booking.com/hotel/sa/a-privet-room-in-al-rawda.ar.html,"[""https://cf.bstatic.com/xdata/images/hotel/max1024x768/707359922.jpg?k=2494816f3ba4942aea0100ec8b20573879514d42c5fc6ac8f0c044331eb7fa4c&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1000/707360000.jpg?k=ef2411880478429415a7c62e02603bef50349564afe51419bcfd9f16ef91c120&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1000/707360005.jpg?k=af24f14390a41dfb6b2aa01f15f34fe445dac5db7ff21d6fb206c6b15c946246&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1000/707360011.jpg?k=124dbf15e824f16bf4b75ff2354ec695b536746c8aad740281964783adc2da1f&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1000/707360017.jpg?k=53324fa644cf4f77bf26b4be41b0fb7cf912be3b95d47b0ce5d56f8a1de47a87&o=""]","{""واي فاي مجاني "": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M14.25 18.75a2.25 2.25 0 1 1-4.5 0 2.25 2.25 0 0 1 4.5 0m1.5 0a3.75 3.75 0 1 0-7.5 0 3.75 3.75 0 0 0 7.5 0m2.08-5.833a8.25 8.25 0 0 0-11.666 0 .75.75 0 0 0 1.06 1.06 6.75 6.75 0 0 1 9.546 0 .75.75 0 0 0 1.06-1.06m3.185-3.182c-4.979-4.98-13.051-4.98-18.03 0a.75.75 0 1 0 1.06 1.06c4.394-4.393 11.516-4.393 15.91 0a.75.75 0 1 0 1.06-1.06m2.746-3.603C17.136-.043 6.864-.043.24 6.132A.75.75 0 1 0 1.26 7.23c6.05-5.638 15.429-5.638 21.478 0a.75.75 0 0 0 1.022-1.098z\""></path></svg>"", ""مواقف سيارات مجانية "": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M22.5 12c0 5.799-4.701 10.5-10.5 10.5S1.5 17.799 1.5 12 6.201 1.5 12 1.5 22.5 6.201 22.5 12m1.5 0c0-6.627-5.373-12-12-12S0 5.373 0 12s5.373 12 12 12 12-5.373 12-12m-9.75-1.5a1.5 1.5 0 0 1-1.5 1.5H10.5l.75.75v-4.5L10.5 9h2.25a1.5 1.5 0 0 1 1.5 1.5m1.5 0a3 3 0 0 0-3-3H10.5a.75.75 0 0 0-.75.75v4.5c0 .414.336.75.75.75h2.25a3 3 0 0 0 3-3m-4.5 6.75v-4.5a.75.75 0 0 0-1.5 0v4.5a.75.75 0 0 0 1.5 0\""></path></svg>""}",{},"[{""room_name"": ""شقة بغرفة نوم واحدة"", ""bed_type"": ""1 سرير مزدوج"", ""adult_count"": 2, ""children_count"": 0, ""content_text"": {""مساحة الغرفة"": ""مساحة الشقة: 35 م²"", ""وصف الغرفة"": ""This apartment features air conditioning, heating and a flat-screen TV. The unit offers 1 bed."", ""الحمام"": [], ""المرافق المتوفرة"": [""تكييف"", ""تدفئة"", ""تلفزيون بشاشة مسطحة""], ""المطبخ"": [], ""الإطلالة"": [], ""سياسة التدخين"": ""35 م²"", ""المعلومات المهمه"": {""35 م²"": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M3.75 23.25V7.5a.75.75 0 0 0-1.5 0v15.75a.75.75 0 0 0 1.5 0M.22 21.53l2.25 2.25a.75.75 0 0 0 1.06 0l2.25-2.25a.75.75 0 1 0-1.06-1.06l-2.25 2.25h1.06l-2.25-2.25a.75.75 0 0 0-1.06 1.06M5.78 9.22 3.53 6.97a.75.75 0 0 0-1.06 0L.22 9.22a.75.75 0 1 0 1.06 1.06l2.25-2.25H2.47l2.25 2.25a.75.75 0 1 0 1.06-1.06M7.5 3.75h15.75a.75.75 0 0 0 0-1.5H7.5a.75.75 0 0 0 0 1.5M9.22.22 6.97 2.47a.75.75 0 0 0 0 1.06l2.25 2.25a.75.75 0 1 0 1.06-1.06L8.03 2.47v1.06l2.25-2.25A.75.75 0 1 0 9.22.22m12.31 5.56 2.25-2.25a.75.75 0 0 0 0-1.06L21.53.22a.75.75 0 1 0-1.06 1.06l2.25 2.25V2.47l-2.25 2.25a.75.75 0 0 0 1.06 1.06M10.5 13.05v7.2a2.25 2.25 0 0 0 2.25 2.25h6A2.25 2.25 0 0 0 21 20.25v-7.2a.75.75 0 0 0-1.5 0v7.2a.75.75 0 0 1-.75.75h-6a.75.75 0 0 1-.75-.75v-7.2a.75.75 0 0 0-1.5 0m13.252 2.143-6.497-5.85a2.25 2.25 0 0 0-3.01 0l-6.497 5.85a.75.75 0 0 0 1.004 1.114l6.497-5.85a.75.75 0 0 1 1.002 0l6.497 5.85a.75.75 0 0 0 1.004-1.114\""></path></svg>"", ""تكييف"": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M11.25.75v7.5a.75.75 0 0 0 1.5 0V.75a.75.75 0 0 0-1.5 0m4.031.914-3.75 3h.938l-3.75-3a.75.75 0 1 0-.938 1.172l3.75 3a.75.75 0 0 0 .938 0l3.75-3a.75.75 0 1 0-.938-1.172M1.883 7.024l6.495 3.75a.75.75 0 0 0 .75-1.299l-6.495-3.75a.75.75 0 1 0-.75 1.3zM4.69 3.99l.723 4.748.468-.812-4.473 1.748a.75.75 0 0 0 .546 1.398l4.473-1.748a.75.75 0 0 0 .468-.812l-.723-4.748a.75.75 0 1 0-1.482.226M2.632 18.274l6.495-3.75a.75.75 0 1 0-.75-1.298l-6.495 3.75a.75.75 0 1 0 .75 1.299zm-1.224-3.948 4.473 1.748-.468-.812-.723 4.748a.75.75 0 0 0 1.482.226l.723-4.748a.75.75 0 0 0-.468-.812l-4.473-1.748a.75.75 0 0 0-.546 1.398M12.75 23.25v-7.5a.75.75 0 0 0-1.5 0v7.5a.75.75 0 0 0 1.5 0m-4.031-.914 3.75-3h-.938l3.75 3a.75.75 0 0 0 .937-1.172l-3.75-3a.75.75 0 0 0-.937 0l-3.75 3a.75.75 0 0 0 .938 1.172m13.399-5.36-6.495-3.75a.75.75 0 0 0-.75 1.298l6.495 3.75a.75.75 0 0 0 .75-1.299zm-2.807 3.034-.724-4.748-.468.812 4.473-1.748a.75.75 0 0 0-.546-1.398l-4.473 1.748a.75.75 0 0 0-.468.812l.723 4.748a.75.75 0 0 0 1.483-.226m2.057-14.285-6.495 3.75a.75.75 0 0 0 .75 1.3l6.495-3.75a.75.75 0 0 0-.75-1.3m1.224 3.95-4.473-1.749.468.812.724-4.748a.75.75 0 0 0-1.483-.226l-.723 4.748a.75.75 0 0 0 .468.812l4.473 1.748a.75.75 0 0 0 .546-1.398zM11.625 7.6 8.377 9.475a.75.75 0 0 0-.375.65v3.75a.75.75 0 0 0 .375.65l3.248 1.874a.75.75 0 0 0 .75 0l3.248-1.875a.75.75 0 0 0 .375-.649v-3.75a.75.75 0 0 0-.375-.65L12.375 7.6a.75.75 0 0 0-.75 0m.75 1.3h-.75l3.248 1.874-.375-.649v3.75l.375-.65-3.248 1.876h.75l-3.248-1.876.375.65v-3.75l-.375.65z\""></path></svg>"", ""تلفزيون بشاشة مسطحة"": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M22.502 9v4.5a2.25 2.25 0 0 1-2.25 2.25h-16.5a2.25 2.25 0 0 1-2.25-2.25v-9a2.25 2.25 0 0 1 2.25-2.25h16.5a2.25 2.25 0 0 1 2.25 2.25zm1.5 0V4.5a3.75 3.75 0 0 0-3.75-3.75h-16.5A3.75 3.75 0 0 0 .002 4.5v9a3.75 3.75 0 0 0 3.75 3.75h16.5a3.75 3.75 0 0 0 3.75-3.75zM6.75 22.5c0-1.101 2.298-2.25 5.25-2.25s5.25 1.149 5.25 2.25l.75-.75H6zm-1.5 0c0 .414.336.75.75.75h12a.75.75 0 0 0 .75-.75c0-2.212-3.076-3.75-6.75-3.75s-6.75 1.538-6.75 3.75m6.002-6v3a.75.75 0 0 0 1.5 0v-3a.75.75 0 0 0-1.5 0\""></path></svg>"", ""واي فاي مجاناً"": ""<svg viewbox=\""0 0 24 24\"" width=\""50px\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M14.25 18.75a2.25 2.25 0 1 1-4.5 0 2.25 2.25 0 0 1 4.5 0m1.5 0a3.75 3.75 0 1 0-7.5 0 3.75 3.75 0 0 0 7.5 0m2.08-5.833a8.25 8.25 0 0 0-11.666 0 .75.75 0 0 0 1.06 1.06 6.75 6.75 0 0 1 9.546 0 .75.75 0 0 0 1.06-1.06m3.185-3.182c-4.979-4.98-13.051-4.98-18.03 0a.75.75 0 1 0 1.06 1.06c4.394-4.393 11.516-4.393 15.91 0a.75.75 0 1 0 1.06-1.06m2.746-3.603C17.136-.043 6.864-.043.24 6.132A.75.75 0 1 0 1.26 7.23c6.05-5.638 15.429-5.638 21.478 0a.75.75 0 0 0 1.022-1.098z\""></path></svg>""}, ""images_urls"": [""https://cf.bstatic.com/xdata/images/hotel/max1024x768/707359922.jpg?k=2494816f3ba4942aea0100ec8b20573879514d42c5fc6ac8f0c044331eb7fa4c&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1024x768/707360000.jpg?k=ef2411880478429415a7c62e02603bef50349564afe51419bcfd9f16ef91c120&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1024x768/707360005.jpg?k=af24f14390a41dfb6b2aa01f15f34fe445dac5db7ff21d6fb206c6b15c946246&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1024x768/707360011.jpg?k=124dbf15e824f16bf4b75ff2354ec695b536746c8aad740281964783adc2da1f&o="", ""https://cf.bstatic.com/xdata/images/hotel/max1024x768/707360017.jpg?k=53324fa644cf4f77bf26b4be41b0fb7cf912be3b95d47b0ce5d56f8a1de47a87&o=""]}}]",2025-07-12T18:18:54.734839
